chunk_id,word_count,char_count,chunk_text,source_file,publication_year,source_title,section,header_level,page_number,avg_word_length,read_time_sec,metadata
chunk_0264,200,1086,"## Immobilizing an open fracture of the lower leg (tibia and/or fibula)

the shoe on unless there is a wound to be examined. • Cover the wound with a sterile dressing. • The dressing should extend well beyond the edges of the wound. Put bulky padding lengthwise on both sides of the fracture, over the dressing, to protect the bone end and tape the padding in place. • Tie a bandage over the padding and dressing tightly enough to put pressure on the padding, but not tight enough to cut off circulation- check circulation below the injury once the bandage is tied. Make sure there is no pressure on the bone ends. • Immobilize the lower leg. Position the bandages and splints. Use splints long enough to extend from the groin to below the foot. The bystander doesn't let go of the leg until the first aider tells them to, which is after the last bandage is tied. Tie all knots on the splint for comfort. Position broad bandages to be tied at the thigh, knee, above and below the fracture and at the ankle. • Tie the bandages starting at the thigh (the stable end) and working down. The",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Immobilizing an open fracture of the lower leg (tibia and/or fibula),2,,5.43,60.0,"{'chunk_id': 'chunk_0264', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Immobilizing an open fracture of the lower leg (tibia and/or fibula)', 'header_level': 2, 'page_number': None, 'word_count': 200, 'char_count': 1086, 'avg_word_length': 5.43, 'read_time_sec': 60.0}"
chunk_0265,182,1012,"## Immobilizing an open fracture of the lower leg (tibia and/or fibula)

is tied. Make sure there is no pressure on the bone ends. • Immobilize the lower leg. Position the bandages and splints. Use splints long enough to extend from the groin to below the foot. The bystander doesn't let go of the leg until the first aider tells them to, which is after the last bandage is tied. Tie all knots on the splint for comfort. Position broad bandages to be tied at the thigh, knee, above and below the fracture and at the ankle. • Tie the bandages starting at the thigh (the stable end) and working down. The bandage at the ankles is tied as a figure-8. • Check the circulation below the injury; give ongoing casualty care. Get medical help.

## Immobilizing an open fracture of the lower leg (tibia and/or fibula)

bandages starting at the thigh (the stable end) and working down. The bandage at the ankles is tied as a figure-8. • Check the circulation below the injury; give ongoing casualty care. Get medical help.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Immobilizing an open fracture of the lower leg (tibia and/or fibula),2,,5.56,54.6,"{'chunk_id': 'chunk_0265', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Immobilizing an open fracture of the lower leg (tibia and/or fibula)', 'header_level': 2, 'page_number': None, 'word_count': 182, 'char_count': 1012, 'avg_word_length': 5.56, 'read_time_sec': 54.6}"
chunk_0266,168,958,"## If you don't have splints ...

• Use the uninjured leg as an anatomical splint by tying the legs together.

• Position padding between the legs (rolled- up blanket).

• Position and tie broad bandages at the thighs, knees, above the injury, below the injury and at the ankles. Tie a figure-8 at the ankles.

• Tie knots on padding for comfort

## Immobilizing an injured ankle

The ankle should be immobilized whenever you suspect a sprain or a fracture. If the injury doesn't seem serious, or if the journey to medical help will be smooth, use a blanket splint or pillow splint to immobilize the ankle:

• Check circulation below the injury.

• Loosen footwear and immobilize the ankle with a pillow or rolled- up blanket and two broad bandages. Make sure the splint extends beyond the ankle.

• Secure the pillow with two broad bandages- use a figure8 at the ankle.

• Check circulation below the injury. Give ongoing casualty care and get medical help.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",If you don't have splints ...,2,,5.7,50.4,"{'chunk_id': 'chunk_0266', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': ""If you don't have splints ..."", 'header_level': 2, 'page_number': None, 'word_count': 168, 'char_count': 958, 'avg_word_length': 5.7, 'read_time_sec': 50.4}"
chunk_0267,171,930,"## Immobilizing an injured foot or toe

• Check circulation below the injury.

• Immobilize the ankle using a double figure-8:

• Untie shoe laces and tie the first figure-8 beginning at the sole of the foot and tying toward the leg.

• Tie the second figure-8 by wrapping the ends around the leg, crossing in front of the ankle and tying off on the sole of the foot. Tie off at the sole.

Immobilize a fractured toe by taping it to the uninjured toe Beside it. Keep checking circulation, the injured area may swell.

## Strains

When a muscle or tendon is moved beyond its normal range, this results in a strain, which is a stretch or tear injury.

The signs and symptoms of a strain often show up many hours after the injury.

• Sudden sharp pain in the strained muscle

• Swelling of the muscles causing severe cramps

• Bruising and muscle stiffness

• Casualty may not be able to use the affected body part (loss of function)",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Immobilizing an injured foot or toe,2,,5.44,51.3,"{'chunk_id': 'chunk_0267', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Immobilizing an injured foot or toe', 'header_level': 2, 'page_number': None, 'word_count': 171, 'char_count': 930, 'avg_word_length': 5.44, 'read_time_sec': 51.3}"
chunk_0268,160,959,"## First aid for strains

• Perform a scene survey and a primary survey. Have the casualty stop the activity that caused the injury.

• Place the casualty in a position of comfort and assess the injury. If there is loss of function, immobilize the injury as for a fracture. Manage with RICE

• Rest

• Immobilization

• Cold

• Elevation

• Give ongoing casualty

• care. Get medical help. Position the casualty on the back with knees raised, or any

preferable comfortable position at rest.

Chapter 7

• Diabetes

• Seizures and convulsions

• Opioid overdose

• Introduction · Heat and cold emergencies

• First aid and the law · Cold- related injuries

• Safety and personal · Heat- related injuries

• Poisoning

protection

• Communication with the casualty · Emergency childbirth and miscarriage

• Help at the emergency scene · Mental health awareness

## Other First Aid Emergencies

· Injury and illness

· Stress management in

emergency situations",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",First aid for strains,2,,5.99,48.0,"{'chunk_id': 'chunk_0268', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'First aid for strains', 'header_level': 2, 'page_number': None, 'word_count': 160, 'char_count': 959, 'avg_word_length': 5.99, 'read_time_sec': 48.0}"
chunk_0269,137,772,"## Diabetes

Diabetes is a condition in which there is either not enough insulin in the blood or there is enough insulin but the cells cannot use the insulin properly. Insulin is a hormone produced in the pancreas that regulates the amount of glucose in the blood. With diabetes, sugar builds up in the blood and the cells don't get the energy they need or the blood sugar levels can go abnormally low.

A person with diabetes may take medication by mouth or injection, and carefully controls what they eat (the source of energy) and their level of exercise (the use of energy). A diabetic emergency occurs when there is too much or too little insulin in the blood.

• Hypoglycemia - not enough sugar, too much insulin

• Hyperglycemia - too much sugar, not enough insulin",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Diabetes,2,,5.64,41.1,"{'chunk_id': 'chunk_0269', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Diabetes', 'header_level': 2, 'page_number': None, 'word_count': 137, 'char_count': 772, 'avg_word_length': 5.64, 'read_time_sec': 41.1}"
chunk_0270,125,749,"## First aid for diabetic emergencies

The aim of first aid in a diabetic emergency is to keep the casualty's condition from getting worse while you get medical help.

• Perform a scene survey, then do a primary survey.

• If the casualty is conscious, ask what is wrong.

• A diabetic casualty may have glucose tablets for treating hypoglycemia. Help them take their tablets if they are able to respond and swallow; repeat if symptoms persist after 10 minutes.

• If glucose tablets are not available, use other types of dietary sugars (in order of preference): glucose candy (e.g. Mentos), sucrose candy (e.g. Skittles), jelly beans, orange juice, fructose (e.g. fruit leather), and whole milk.

• Give ongoing casualty care. Send for medical help",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",First aid for diabetic emergencies,2,,5.99,37.5,"{'chunk_id': 'chunk_0270', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'First aid for diabetic emergencies', 'header_level': 2, 'page_number': None, 'word_count': 125, 'char_count': 749, 'avg_word_length': 5.99, 'read_time_sec': 37.5}"
chunk_0271,200,1176,"## Seizures and convulsions

A seizure is caused by abnormal electrical activity in the brain. In a partial seizure , only part of the brain is affected. The person may experience a tingling or twitching in one area of the body. In a generalized seizure , the whole brain is affected and the person loses consciousness and may have convulsions. A convulsion is an abnormal muscle contraction, or series of muscle contractions, that the person cannot control. Epilepsy is a disorder of the nervous system characterized by seizures. Many people with seizure disorders like epilepsy take medication to control the condition. Other causes of seizures include: • Head or brain injury • Stroke • Brain infection • Drug overdose • A high fever in infants and children With epilepsy, the person may know that a seizure is about to occur because of a brief sensation they experience, called an aura . The aura, which may be a hallucinated sound, smell, or a feeling of movement in the body, is often felt just before a seizure. A typical generalized seizure has two phases: The 'tonic' phase involves a sudden loss of consciousness causing the person to fall. The person's body becomes",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Seizures and convulsions,2,,5.88,60.0,"{'chunk_id': 'chunk_0271', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Seizures and convulsions', 'header_level': 2, 'page_number': None, 'word_count': 200, 'char_count': 1176, 'avg_word_length': 5.88, 'read_time_sec': 60.0}"
chunk_0272,192,1105,"## Seizures and convulsions

condition. Other causes of seizures include: • Head or brain injury • Stroke • Brain infection • Drug overdose • A high fever in infants and children With epilepsy, the person may know that a seizure is about to occur because of a brief sensation they experience, called an aura . The aura, which may be a hallucinated sound, smell, or a feeling of movement in the body, is often felt just before a seizure. A typical generalized seizure has two phases: The 'tonic' phase involves a sudden loss of consciousness causing the person to fall. The person's body becomes rigid for up to a minute during which the face and neck may turn bluish. In the 'clonic' phase , convulsions occur, breathing is noisy, frothy saliva may appear around the mouth and the teeth may grind. A major seizure can come on very suddenly, but seldom lasts longer than a few minutes. When the seizure is over, the muscles gradually relax and the person regains consciousness. After the seizure, the person may not remember what happened. They may appear dazed and confused, and feel exhausted and sleepy.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Seizures and convulsions,2,,5.76,57.6,"{'chunk_id': 'chunk_0272', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Seizures and convulsions', 'header_level': 2, 'page_number': None, 'word_count': 192, 'char_count': 1105, 'avg_word_length': 5.76, 'read_time_sec': 57.6}"
chunk_0273,156,890,"## Seizures and convulsions

The person's body becomes rigid for up to a minute during which the face and neck may turn bluish. In the 'clonic' phase , convulsions occur, breathing is noisy, frothy saliva may appear around the mouth and the teeth may grind. A major seizure can come on very suddenly, but seldom lasts longer than a few minutes. When the seizure is over, the muscles gradually relax and the person regains consciousness. After the seizure, the person may not remember what happened. They may appear dazed and confused, and feel exhausted and sleepy.

## Signs and symptoms of a generalized seizure

• A sudden cry, stiffening of the body and loss of consciousness causing the person to fall

• Noisy breathing and frothy saliva at the mouth

• The body jerks

• Breathing may stop or be irregular for a minute- the casualty may turn blue

• Loss of bladder and bowel control",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Seizures and convulsions,2,,5.71,46.8,"{'chunk_id': 'chunk_0273', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Seizures and convulsions', 'header_level': 2, 'page_number': None, 'word_count': 156, 'char_count': 890, 'avg_word_length': 5.71, 'read_time_sec': 46.8}"
chunk_0274,181,1077,"## First aid for a seizure or convulsion

First aid for a seizure aims to protect the casualty from injury during convulsions and to keep the airway open while the casualty is unconscious.

• Perform a scene survey. Make the area safe- clear away objects that could cause injury. Clear onlookers away to ensure the casualty's privacy.

## During convulsions:

• Do not restrict the casualty's movements. Protect them from injury.

• Carefully loosen tight clothing, especially around the neck.

• Place something soft under the head.

• Do not try to put anything in the mouth, between the teeth or to hold the tongue. Perform a primary survey after convulsions are finished.

• Place the unconscious casualty into the recovery position and clear any fluids from the mouth or nose.

• Do a secondary survey to see if the casualty was injured during the seizure; give first aid for any injuries.

• Give ongoing casualty care, monitoring breathing, keeping the casualty warm and allowing them to rest.

• Don't give the casualty any liquids during or immediately after a seizure",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",First aid for a seizure or convulsion,2,,5.95,54.3,"{'chunk_id': 'chunk_0274', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'First aid for a seizure or convulsion', 'header_level': 2, 'page_number': None, 'word_count': 181, 'char_count': 1077, 'avg_word_length': 5.95, 'read_time_sec': 54.3}"
chunk_0275,116,623,"## Call for medical help if:

• The casualty is unconscious for more than five minutes, or has a second major seizure within a few minutes

• This is the person's first seizure or the cause of the seizure is unknown (ask the casualty when they regain consciousness)

## Fever emergency in an infant or child

A rapid rise in temperature to 40°C (104°F) or higher can cause convulsions in infants and children. A fever emergency is when the temperature, taken in the armpit (or follow manufacture directions on digital thermometer), is:

• 38 o C (100.5 o F) or higher for an infant

• 40 o C (104 o F) or higher for a child",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Call for medical help if:,2,,5.37,34.8,"{'chunk_id': 'chunk_0275', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Call for medical help if:', 'header_level': 2, 'page_number': None, 'word_count': 116, 'char_count': 623, 'avg_word_length': 5.37, 'read_time_sec': 34.8}"
chunk_0276,200,1137,"## First aid for a fever emergency in an infant or child

• Perform a scene survey, then do a primary survey. • Call a doctor immediately and follow their advice. If the doctor can't be reached give acetaminophen (e.g. Tempra ® or Tylenol ® ) or children's ibuprofen (not ASA) according to the directions on the label. This should bring down the child's temperature. • Encourage the fully conscious child to drink clear fluids. • If the temperature doesn't go down, sponge the child with lukewarm water for about 20 minutes, their temperature will go down quickly if the wet skin is exposed to air. • Dry and dress the child in comfortable but not overly warm clothing. Monitor the child's temperature and repeat steps 3 to 5, as necessary, until medical help is reached. • If the child has a convulsion: • Do not restrain the child, but protect them from injury • Loosen constrictive clothing • When the convulsions stop, perform a primary survey. • Give ongoing care; place the child into the best recovery position for their age. Do not give ASA (e.g. Aspirin®) to children or adolescents because it may cause Reye's syndrome, a life-",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",First aid for a fever emergency in an infant or child,2,,5.68,60.0,"{'chunk_id': 'chunk_0276', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'First aid for a fever emergency in an infant or child', 'header_level': 2, 'page_number': None, 'word_count': 200, 'char_count': 1137, 'avg_word_length': 5.68, 'read_time_sec': 60.0}"
chunk_0277,178,1022,"## First aid for a fever emergency in an infant or child

wet skin is exposed to air. • Dry and dress the child in comfortable but not overly warm clothing. Monitor the child's temperature and repeat steps 3 to 5, as necessary, until medical help is reached. • If the child has a convulsion: • Do not restrain the child, but protect them from injury • Loosen constrictive clothing • When the convulsions stop, perform a primary survey. • Give ongoing care; place the child into the best recovery position for their age. Do not give ASA (e.g. Aspirin®) to children or adolescents because it may cause Reye's syndrome, a life- threatening condition. Do not use cold water when sponging the child- this may cause more serious problems. Only use lukewarm water.

## First aid for a fever emergency in an infant or child

to children or adolescents because it may cause Reye's syndrome, a life- threatening condition. Do not use cold water when sponging the child- this may cause more serious problems. Only use lukewarm water.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",First aid for a fever emergency in an infant or child,2,,5.74,53.4,"{'chunk_id': 'chunk_0277', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'First aid for a fever emergency in an infant or child', 'header_level': 2, 'page_number': None, 'word_count': 178, 'char_count': 1022, 'avg_word_length': 5.74, 'read_time_sec': 53.4}"
chunk_0278,200,1199,"## Opioid Overdose

Opioids are a class of drug that affect the opioid receptors in the brain and produce a morphine- like effect. Frequently prescribed for pain relief, they can also be used for suppressing diarrhea and coughs. Common examples of opioids include morphine, hydrocodone, oxycodone, codeine, and fentanyl. These drugs are marketed under names such as Vicodin ® , OxyContin ® and Percocet ® . Side effects, which are magnified when too much of the drug is taken, include: • Nausea • Constipation • Respiratory depression • Sedation • Euphoria Opioids are a common drug of abuse among recreational users due to their euphoric side effects. Fentanyl use has emerged as a public health crisis in many jurisdictions. It is 100 times more potent than morphine and has a very rapid onset, which has made it a leading cause of fatal overdoses among recreational drug users. Fentanyl is commonly used in Emergency Medicine for rapid, effective pain control. Even small amounts of fentanyl can lead to severe reactions when misused. Fentanyl is a white, tasteless drug and has no smell, meaning it cannot be detected when it is mixed with other drugs. In Canada, fentanyl is being mixed ('cut')",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Opioid Overdose,2,,6.0,60.0,"{'chunk_id': 'chunk_0278', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Opioid Overdose', 'header_level': 2, 'page_number': None, 'word_count': 200, 'char_count': 1199, 'avg_word_length': 6.0, 'read_time_sec': 60.0}"
chunk_0279,183,1095,"## Opioid Overdose

users due to their euphoric side effects. Fentanyl use has emerged as a public health crisis in many jurisdictions. It is 100 times more potent than morphine and has a very rapid onset, which has made it a leading cause of fatal overdoses among recreational drug users. Fentanyl is commonly used in Emergency Medicine for rapid, effective pain control. Even small amounts of fentanyl can lead to severe reactions when misused. Fentanyl is a white, tasteless drug and has no smell, meaning it cannot be detected when it is mixed with other drugs. In Canada, fentanyl is being mixed ('cut') into many street drugs to increase their potency. The most common drugs being cut with fentanyl are heroin and cocaine. Another problem facing Canada is the proliferation of counterfeit pills on the black market that have been mixed with fentanyl, the most common being Oxycontin ® . Prescriptions should be filled only at a pharmacy to ensure safety. In 2017, Health Canada found 3,987 people died from opioid overdose across the country. Of those, 72 percent were related to fentanyl.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Opioid Overdose,2,,5.98,54.9,"{'chunk_id': 'chunk_0279', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Opioid Overdose', 'header_level': 2, 'page_number': None, 'word_count': 183, 'char_count': 1095, 'avg_word_length': 5.98, 'read_time_sec': 54.9}"
chunk_0280,86,526,"## Opioid Overdose

being mixed ('cut') into many street drugs to increase their potency. The most common drugs being cut with fentanyl are heroin and cocaine. Another problem facing Canada is the proliferation of counterfeit pills on the black market that have been mixed with fentanyl, the most common being Oxycontin ® . Prescriptions should be filled only at a pharmacy to ensure safety. In 2017, Health Canada found 3,987 people died from opioid overdose across the country. Of those, 72 percent were related to fentanyl.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Opioid Overdose,2,,6.12,25.8,"{'chunk_id': 'chunk_0280', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Opioid Overdose', 'header_level': 2, 'page_number': None, 'word_count': 86, 'char_count': 526, 'avg_word_length': 6.12, 'read_time_sec': 25.8}"
chunk_0281,151,909,"## Opioid Overdose

smell, meaning it cannot be detected when it is mixed with other drugs. In Canada, fentanyl is being mixed ('cut') into many street drugs to increase their potency. The most common drugs being cut with fentanyl are heroin and cocaine. Another problem facing Canada is the proliferation of counterfeit pills on the black market that have been mixed with fentanyl, the most common being Oxycontin ® . Prescriptions should be filled only at a pharmacy to ensure safety. In 2017, Health Canada found 3,987 people died from opioid overdose across the country. Of those, 72 percent were related to fentanyl.

Carfentanyl is an even more potent and deadly opioid, which has been found in Canada's recreational drug supply. Carfentanyl is 100 times more powerful than fentanyl and used in veterinary medicine. A single grain of Carfentanyl, the size of a grain of salt, can cause a fatal overdose.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Opioid Overdose,2,,6.02,45.3,"{'chunk_id': 'chunk_0281', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Opioid Overdose', 'header_level': 2, 'page_number': None, 'word_count': 151, 'char_count': 909, 'avg_word_length': 6.02, 'read_time_sec': 45.3}"
chunk_0282,162,1015,"## 7 Risk Factors

Potentially anyone can be at risk of an opioid overdose, though some populations are at higher risk.

Recreational drug users - either seeking a greater high, or unknowingly using fentanyl that has been cut into their regular drugs to increase potency.

Youth - either knowingly when experimenting with drugs; or unknowingly when fentanyl is used as a cutting agent.

Pain sufferers - when prescriptions run out or medication tolerance develops, some resort to street drugs to manage pain and addiction.

Elderly - medication error may result in inappropriately high doses.

## Signs and Symptoms of a Suspected Opioid Overdose

An opioid overdose will display some or all of the following signs and symptoms:

• A scene survey or history of the incident indicating potential drug use

• Excessive drowsiness or loss of consciousness

• Slow or absent breathing

• Cool, sweaty skin that is pale or bluish (cyanosis)Cyanosis

• Gurgling or snoring sounds

• Constricted pupils ('pinpoint pupils')",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",7 Risk Factors,2,,6.27,48.6,"{'chunk_id': 'chunk_0282', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': '7 Risk Factors', 'header_level': 2, 'page_number': None, 'word_count': 162, 'char_count': 1015, 'avg_word_length': 6.27, 'read_time_sec': 48.6}"
chunk_0283,91,519,"## Naloxone

Naloxone (or Narcan ® ) is an opioid inhibitor. It binds to the same receptors in the brain that would normally bind opioids and blocks the opioids from binding and taking effect. Naloxone is available as a nasal spray or as an injection.

If you are in contact with an at- risk group, you are encouraged to have a naloxone kit available and ensure it is properly maintained and not expired. Most provinces provide naloxone kits free. Visit your pharmacy or local addiction clinic to obtain a naloxone kit.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Naloxone,2,,5.7,27.3,"{'chunk_id': 'chunk_0283', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Naloxone', 'header_level': 2, 'page_number': None, 'word_count': 91, 'char_count': 519, 'avg_word_length': 5.7, 'read_time_sec': 27.3}"
chunk_0284,200,1111,"## First Aid for a Suspected Opioid Overdose

First aid for an opioid overdose is a combination of rescue breathing and administration of naloxone (if trained and available). Rescue breathing is the same as breaths delivered during CPR, except without chest compressions. Deliver one breath every 5 seconds ensuring the chest rises. If you suspect the casualty is having an overdose, follow these first aid steps: • Perform a scene survey. Make sure the area is safe for you to be in - be aware of risks from people in the area as well as drug paraphernalia. • Use SAVE ME to remember the steps: • S - Stimulate. Shake, shout, and activate EMS • A - Airway. Open the airway • V - Ventilate. Deliver one breath every 5 seconds ensuring the chest rises • E - Evaluate. Are these steps helping? • M - Medication. Prepare and deliver a dose of naloxone if available and you are trained. • E - Evaluate. Did the naloxone help? You should see improvement within 2-3 minutes. If a casualty is not breathing, begin CPR. Rescue breaths are delivered to assist a casualty having an overdose if they are breathing on their",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",First Aid for a Suspected Opioid Overdose,2,,5.56,60.0,"{'chunk_id': 'chunk_0284', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'First Aid for a Suspected Opioid Overdose', 'header_level': 2, 'page_number': None, 'word_count': 200, 'char_count': 1111, 'avg_word_length': 5.56, 'read_time_sec': 60.0}"
chunk_0285,136,729,"## First Aid for a Suspected Opioid Overdose

ME to remember the steps: • S - Stimulate. Shake, shout, and activate EMS • A - Airway. Open the airway • V - Ventilate. Deliver one breath every 5 seconds ensuring the chest rises • E - Evaluate. Are these steps helping? • M - Medication. Prepare and deliver a dose of naloxone if available and you are trained. • E - Evaluate. Did the naloxone help? You should see improvement within 2-3 minutes. If a casualty is not breathing, begin CPR. Rescue breaths are delivered to assist a casualty having an overdose if they are breathing on their own, but at a lower rate.

## First Aid for a Suspected Opioid Overdose

an overdose if they are breathing on their own, but at a lower rate.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",First Aid for a Suspected Opioid Overdose,2,,5.36,40.8,"{'chunk_id': 'chunk_0285', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'First Aid for a Suspected Opioid Overdose', 'header_level': 2, 'page_number': None, 'word_count': 136, 'char_count': 729, 'avg_word_length': 5.36, 'read_time_sec': 40.8}"
chunk_0286,169,1064,"## Check local protocols if naloxone is delivered before or after rescue breaths/CPR have been started.

When possible, have another rescuer perform rescue breaths while you prepare and deliver a dose of naloxone. If there is no improvement after 2 to 3 minutes, deliver a second dose of naloxone.

Caution: Naloxone reverses the effects of an opioid overdose, which may cause the casualty to become aggressive or combative; or cause a seizure, vomiting, and a fast heart rate. Ensure your safety and be prepared to assist with these other conditions if they happen.

## Environmental Emergencies

Environmental emergencies are a group of injuries and illnesses that arise due to extreme temperatures and/or prolonged exposure. The body does not function well when it is too hot or too cold

These emergencies encompass heat- related illnesses such as heat exhaustion and heat stroke; as well as cold- related emergencies such as hypothermia and frostbite. In all environmental emergencies, the focus is to return the casualty's body temperature to a normal range.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Check local protocols if naloxone is delivered before or after rescue breaths/CPR have been started.,2,,6.3,50.7,"{'chunk_id': 'chunk_0286', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Check local protocols if naloxone is delivered before or after rescue breaths/CPR have been started.', 'header_level': 2, 'page_number': None, 'word_count': 169, 'char_count': 1064, 'avg_word_length': 6.3, 'read_time_sec': 50.7}"
